,subject,classname,img,imgpath,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9
31,p016,c6,img_71864.jpg,imgs/train/c6/img_71864.jpg,4.0718685e-05,0.007188,0.0016905772,1.35135815e-05,0.0013162117,1.9172669e-05,0.98214495,0.00064313493,0.0068527013,9.104091e-05
32,p041,c3,img_97170.jpg,imgs/train/c3/img_97170.jpg,0.2887432,0.0014420591,0.000280189,0.6117423,0.07381923,0.0031374265,9.04092e-05,5.046996e-05,0.00035575798,0.020339018
33,p056,c8,img_93848.jpg,imgs/train/c8/img_93848.jpg,0.0008664143,0.0015459277,0.22451325,0.00020032651,0.0005735908,0.002721812,0.004253736,0.7333439,0.0281858,0.0037951972
34,p050,c5,img_19071.jpg,imgs/train/c5/img_19071.jpg,0.054614387,0.04220389,0.59781045,0.005216,0.009549048,0.012507408,0.19909903,0.009195912,0.05532076,0.014483144
35,p016,c4,img_67218.jpg,imgs/train/c4/img_67218.jpg,0.010656031,5.4444332e-05,0.00037827485,0.021203069,0.95619434,0.0012347302,0.00046414346,0.0002296242,0.002623669,0.006961761
36,p050,c7,img_1010.jpg,imgs/train/c7/img_1010.jpg,0.0010347696,0.030326253,0.88309604,8.188086e-05,0.0002090257,0.0020239325,0.0174235,0.03273322,0.019926408,0.013144954
37,p041,c8,img_41461.jpg,imgs/train/c8/img_41461.jpg,0.058458,0.0018804779,0.4162699,0.00833376,0.021425618,0.10660011,0.020942433,0.080541246,0.22115332,0.064395025
38,p016,c3,img_14264.jpg,imgs/train/c3/img_14264.jpg,0.14432272,0.0010812691,0.0018794216,0.50881386,0.27819934,0.0062781936,0.0006744593,0.0006451031,0.0052542537,0.052851383
39,p041,c1,img_5135.jpg,imgs/train/c1/img_5135.jpg,0.014062669,0.9462318,0.00047566477,0.0040156576,0.0031014886,0.0015467136,0.021914257,0.00018033014,0.0024152726,0.006056235
40,p056,c7,img_96584.jpg,imgs/train/c7/img_96584.jpg,0.00012018296,0.0034698243,0.020239225,3.6098547e-05,0.00029444028,0.00046552843,0.0048822844,0.9605409,0.008891916,0.0010595857
41,p016,c6,img_40127.jpg,imgs/train/c6/img_40127.jpg,2.3887684e-05,0.003559,0.0029951455,1.3055922e-05,0.0020560878,2.611263e-05,0.98212343,0.0007025787,0.008429099,7.1655704e-05
42,p041,c6,img_16735.jpg,imgs/train/c6/img_16735.jpg,0.0008786189,0.0051687164,0.0017911643,0.00025248807,0.0018864677,0.0017275923,0.97365487,0.00022394433,0.013893124,0.0005231215
43,p050,c1,img_38140.jpg,imgs/train/c1/img_38140.jpg,0.07553511,0.64120525,0.15577316,0.048745044,0.0022909376,0.011959547,0.03933445,0.0031189688,0.011057094,0.010980429
44,p056,c7,img_46492.jpg,imgs/train/c7/img_46492.jpg,5.200417e-05,0.0009717965,0.01565823,2.0762334e-05,0.00016341654,0.00016822007,0.002325319,0.9744741,0.0052222153,0.00094404275
45,p016,c8,img_86413.jpg,imgs/train/c8/img_86413.jpg,0.011740937,0.22715184,0.086281806,0.009658297,0.084019795,0.0105283,0.09168479,0.22803888,0.20968316,0.041212182
46,p050,c8,img_96028.jpg,imgs/train/c8/img_96028.jpg,0.10698733,0.034185227,0.038920034,0.01740209,0.025542608,0.03230059,0.22240348,0.0012159912,0.4905383,0.030504325
47,p041,c9,img_92869.jpg,imgs/train/c9/img_92869.jpg,0.5793217,7.871232e-05,1.1854592e-05,0.18582578,0.18660995,0.00031129268,4.8205284e-06,7.4341297e-06,6.866871e-05,0.047759753
48,p041,c6,img_2882.jpg,imgs/train/c6/img_2882.jpg,6.420135e-05,0.0028483933,0.00100685,2.9233583e-05,0.00015424076,0.00034190092,0.9917921,0.00014724227,0.0035606783,5.5303073e-05
49,p050,c7,img_67613.jpg,imgs/train/c7/img_67613.jpg,0.0041966615,0.23127753,0.6023946,0.0010830085,0.000583684,0.0042057205,0.04820094,0.047066472,0.027588088,0.033403404
50,p041,c7,img_36540.jpg,imgs/train/c7/img_36540.jpg,0.00794018,0.0026442793,0.1540907,0.00282365,0.007272334,0.014025395,0.009191551,0.70647424,0.0742096,0.021328054
51,p056,c8,img_82366.jpg,imgs/train/c8/img_82366.jpg,0.0037048555,0.007345173,0.46344078,0.00096729136,0.0010627083,0.006215354,0.022836635,0.39099675,0.091879636,0.011550825
52,p016,c4,img_65472.jpg,imgs/train/c4/img_65472.jpg,0.025917787,0.00023421188,0.0014190566,0.029404465,0.91886973,0.0025518097,0.0010856149,0.0009893803,0.004219748,0.015308239
53,p041,c4,img_89950.jpg,imgs/train/c4/img_89950.jpg,0.15782733,0.00020096084,0.00012108867,0.19187537,0.6208811,0.003984763,4.3998094e-05,4.5776047e-05,0.0003566171,0.024663078
54,p050,c2,img_43107.jpg,imgs/train/c2/img_43107.jpg,0.13155407,0.0148727,0.12780197,0.024713343,0.073763326,0.08158312,0.026461007,0.029462941,0.2592344,0.23055309
55,p041,c9,img_63992.jpg,imgs/train/c9/img_63992.jpg,0.48279124,4.0526887e-05,6.2082336e-06,0.08615311,0.3975169,8.506177e-05,3.8825356e-06,4.1219946e-06,4.0394225e-05,0.033358563
56,p016,c7,img_87999.jpg,imgs/train/c7/img_87999.jpg,0.0013177299,0.019234518,0.06258381,0.00020293935,0.006155933,0.002845435,0.03946564,0.84432817,0.015370605,0.008495187
57,p016,c6,img_61629.jpg,imgs/train/c6/img_61629.jpg,4.8783568e-05,0.0069800843,0.0009154486,1.1411465e-05,0.0013562182,1.0304622e-05,0.9661203,0.00052808266,0.023910541,0.00011881759
58,p016,c3,img_70732.jpg,imgs/train/c3/img_70732.jpg,0.3595521,0.0016808682,0.0008499452,0.37185276,0.17065306,0.003970543,0.0005717072,0.0004341979,0.008612828,0.08182194
59,p016,c3,img_62421.jpg,imgs/train/c3/img_62421.jpg,0.1256536,0.00035094266,0.00047641137,0.17531048,0.66363055,0.0025636626,0.0004268604,0.00031205986,0.003970034,0.027305443
60,p016,c6,img_44031.jpg,imgs/train/c6/img_44031.jpg,0.00026851523,0.0064130123,0.03667853,0.00011394193,0.023195866,0.00018234544,0.8881995,0.017759338,0.02601601,0.0011729405
61,p041,c8,img_78417.jpg,imgs/train/c8/img_78417.jpg,0.062296044,0.0016679721,0.4145638,0.010893597,0.038920753,0.08724427,0.011349945,0.06571709,0.2631381,0.04420841
62,p050,c2,img_82282.jpg,imgs/train/c2/img_82282.jpg,0.03973005,0.018239481,0.4719004,0.006004259,0.041229974,0.015956592,0.25276622,0.022825303,0.115596585,0.015751174
63,p056,c9,img_70817.jpg,imgs/train/c9/img_70817.jpg,0.2565646,0.017938819,0.050576277,0.14264908,0.07571482,0.20693938,0.0016665182,0.028146718,0.015298881,0.20450482
64,p016,c7,img_7344.jpg,imgs/train/c7/img_7344.jpg,0.002211456,0.03558506,0.093750775,0.00057148695,0.014453862,0.0030196435,0.06842225,0.7480354,0.017561615,0.016388405
65,p050,c2,img_36399.jpg,imgs/train/c2/img_36399.jpg,0.05709294,0.01224507,0.3853802,0.007351758,0.07095221,0.014670477,0.13591222,0.02707141,0.2551427,0.03418101
66,p041,c7,img_10696.jpg,imgs/train/c7/img_10696.jpg,0.0067089237,0.004718969,0.37456185,0.0023070583,0.0027354138,0.012771144,0.018988512,0.443132,0.114090405,0.01998574
67,p041,c5,img_9111.jpg,imgs/train/c5/img_9111.jpg,0.071918994,4.1508897e-06,1.8206214e-05,0.06863773,0.047237515,0.77373356,4.0763694e-06,4.1156345e-06,4.526829e-05,0.038396377
68,p050,c2,img_94128.jpg,imgs/train/c2/img_94128.jpg,0.11436201,0.018935176,0.3669682,0.014449491,0.07470913,0.023311822,0.08129003,0.017237509,0.25495845,0.033778135
69,p041,c0,img_41494.jpg,imgs/train/c0/img_41494.jpg,0.63244134,0.0025108405,0.038583804,0.023885874,0.07166999,0.021757158,0.003983154,0.011959032,0.08700218,0.10620665
70,p016,c1,img_79566.jpg,imgs/train/c1/img_79566.jpg,0.0009666799,0.81728774,0.0071590925,0.00025895538,0.004325755,0.00014418262,0.13467564,0.022173744,0.009905704,0.0031024676
71,p016,c3,img_82071.jpg,imgs/train/c3/img_82071.jpg,0.15201178,0.0018566775,0.00095024804,0.3613,0.4242591,0.0025564462,0.0011058613,0.00058986095,0.006999013,0.04837109
72,p041,c5,img_9369.jpg,imgs/train/c5/img_9369.jpg,5.2167657e-06,3.7559995e-09,6.7905326e-08,7.785949e-06,3.992988e-06,0.9998802,1.0475454e-08,9.981004e-09,6.4615406e-08,0.0001027153
73,p041,c1,img_98507.jpg,imgs/train/c1/img_98507.jpg,0.021214766,0.93884444,0.0011784649,0.011636425,0.0038453394,0.0018272748,0.0103877885,0.0005779726,0.003946633,0.0065409467
74,p056,c5,img_78695.jpg,imgs/train/c5/img_78695.jpg,0.001797047,0.0005494691,0.0016226051,0.00090797734,0.00045815084,0.98279613,6.918455e-05,0.00092199625,0.0011259883,0.00975145
75,p041,c7,img_100164.jpg,imgs/train/c7/img_100164.jpg,0.003535677,0.000611801,0.10127295,0.00038623065,0.00046845377,0.007931135,0.00081734156,0.85016227,0.023682185,0.011132048
76,p016,c3,img_4287.jpg,imgs/train/c3/img_4287.jpg,0.3019565,0.0012175376,0.00072330877,0.45104957,0.1652396,0.0027538652,0.00058780756,0.0006336234,0.010488021,0.0653502
77,p050,c5,img_88051.jpg,imgs/train/c5/img_88051.jpg,0.118946075,0.025312709,0.4666575,0.024528187,0.028724898,0.22493513,0.05622618,0.0066296626,0.013346315,0.034693304
78,p056,c4,img_82202.jpg,imgs/train/c4/img_82202.jpg,0.035688266,0.052809436,0.10502496,0.02750483,0.3713255,0.036151506,0.07358424,0.123232126,0.12181269,0.05286635
79,p050,c1,img_90351.jpg,imgs/train/c1/img_90351.jpg,0.2786566,0.31572688,0.06466802,0.19045146,0.02640301,0.03679611,0.034446828,0.010343851,0.01860274,0.023904473
80,p016,c5,img_13044.jpg,imgs/train/c5/img_13044.jpg,0.03527003,0.00555353,0.034713607,0.046962824,0.44814333,0.23376071,0.012490961,0.03867268,0.041939076,0.10249324
81,p041,c8,img_29290.jpg,imgs/train/c8/img_29290.jpg,0.06144252,0.0010958707,0.27481785,0.008957784,0.03106733,0.044828717,0.007180045,0.04316497,0.49917737,0.028267454
82,p041,c8,img_67360.jpg,imgs/train/c8/img_67360.jpg,0.10706091,0.0029165596,0.2559606,0.03031173,0.073011294,0.13808636,0.011821929,0.03917096,0.2635286,0.078131005
83,p056,c6,img_28842.jpg,imgs/train/c6/img_28842.jpg,0.0063776555,0.6231201,0.03769041,0.005065771,0.004139497,0.0030597874,0.177646,0.0895363,0.043831322,0.009533082
84,p050,c8,img_96461.jpg,imgs/train/c8/img_96461.jpg,0.10218189,0.012206056,0.08387794,0.024416467,0.04885641,0.070916206,0.023133393,0.008855789,0.5308138,0.09474207
85,p050,c8,img_75142.jpg,imgs/train/c8/img_75142.jpg,0.018634869,0.014764229,0.0019579805,0.004833328,0.004871118,0.01987158,0.17633323,0.00032559643,0.75047046,0.007937584
86,p041,c7,img_32236.jpg,imgs/train/c7/img_32236.jpg,0.013839027,0.0042798063,0.33423156,0.0037178546,0.010245607,0.045050446,0.010234496,0.37018844,0.15973997,0.048472814
87,p041,c7,img_3469.jpg,imgs/train/c7/img_3469.jpg,0.00024033853,0.00011592368,0.012419112,3.9359318e-05,9.458501e-05,0.0010978658,9.3407034e-05,0.9831797,0.0017476272,0.0009720649
88,p041,c6,img_58453.jpg,imgs/train/c6/img_58453.jpg,0.010664335,0.0015110859,0.12498977,0.0017033392,0.16065988,0.028935542,0.5534312,0.005952457,0.10542615,0.0067262216
89,p050,c3,img_70371.jpg,imgs/train/c3/img_70371.jpg,0.31829885,0.06113566,0.024028774,0.14526612,0.11710537,0.16643585,0.065748826,0.00056671805,0.026495246,0.07491863
90,p041,c1,img_18831.jpg,imgs/train/c1/img_18831.jpg,0.03365945,0.914769,0.0019203695,0.01129766,0.007494383,0.0019203833,0.015445606,0.00088024366,0.0037157955,0.008897101
91,p016,c4,img_49492.jpg,imgs/train/c4/img_49492.jpg,0.014235746,1.9621446e-05,0.00010210288,0.017202124,0.96014905,0.0005539201,8.7499204e-05,8.257259e-05,0.0008348282,0.0067326017
92,p050,c2,img_36399.jpg,imgs/train/c2/img_36399.jpg,0.05709294,0.01224507,0.3853802,0.007351758,0.07095221,0.014670477,0.13591222,0.02707141,0.2551427,0.03418101
93,p056,c9,img_81693.jpg,imgs/train/c9/img_81693.jpg,0.0066074617,0.08053747,0.2609674,0.007301149,0.023833442,0.0118069835,0.032251205,0.4670441,0.07272552,0.03692522
94,p056,c7,img_30378.jpg,imgs/train/c7/img_30378.jpg,0.00028406671,0.0059895962,0.04851004,0.00016797172,0.0005372671,0.0008675269,0.010967698,0.9112238,0.018324625,0.003127459
95,p041,c3,img_72533.jpg,imgs/train/c3/img_72533.jpg,0.23514664,0.00029349542,8.165661e-06,0.66806716,0.08350887,0.00056297384,8.114828e-06,3.0599538e-06,6.346836e-05,0.012338068
96,p016,c7,img_89930.jpg,imgs/train/c7/img_89930.jpg,0.0053907754,0.060917348,0.29343534,0.0012679346,0.033784516,0.0074230237,0.09450127,0.4101798,0.06762687,0.025473213
97,p041,c2,img_57151.jpg,imgs/train/c2/img_57151.jpg,0.022701971,0.0017708743,0.5559931,0.0071895593,0.011068916,0.09626428,0.0051446306,0.19726817,0.06242078,0.04017773
98,p041,c9,img_88739.jpg,imgs/train/c9/img_88739.jpg,0.30908734,4.856872e-05,7.9207575e-06,0.058233157,0.60267645,0.00011919128,9.486201e-06,3.998365e-06,7.9021935e-05,0.029734831
99,p050,c9,img_77642.jpg,imgs/train/c9/img_77642.jpg,0.018156122,0.08755049,0.021834902,0.0076487176,0.010133542,0.0132666705,0.6926701,0.0008355402,0.14262797,0.005276035
100,p056,c6,img_50744.jpg,imgs/train/c6/img_50744.jpg,0.005665203,0.7090854,0.01642629,0.007719602,0.018659947,0.0025303382,0.20912062,0.013841051,0.012313182,0.004638421
101,p016,c4,img_84202.jpg,imgs/train/c4/img_84202.jpg,0.009967234,1.891713e-05,7.1874805e-05,0.01257747,0.97165406,0.0004440551,7.7423276e-05,5.5691013e-05,0.0006925879,0.004440674
102,p016,c2,img_27958.jpg,imgs/train/c2/img_27958.jpg,0.012927473,0.14977689,0.4127513,0.0053397636,0.12561797,0.003771269,0.11011981,0.117056996,0.050156288,0.012482167
103,p041,c7,img_75299.jpg,imgs/train/c7/img_75299.jpg,0.0027168123,0.0007118796,0.07794912,0.00075994205,0.0022125014,0.009375792,0.00073300826,0.87473345,0.022053132,0.008754402
104,p016,c6,img_92233.jpg,imgs/train/c6/img_92233.jpg,8.5636646e-05,0.0067073475,0.0034820929,3.0173938e-05,0.0023011598,2.8850332e-05,0.9783539,0.0009438294,0.007954002,0.00011294543
105,p056,c5,img_53117.jpg,imgs/train/c5/img_53117.jpg,0.028336115,0.017681912,0.06935909,0.033487387,0.01298988,0.6484889,0.0038000403,0.06301375,0.016964253,0.10587871
106,p041,c9,img_57660.jpg,imgs/train/c9/img_57660.jpg,0.41987792,8.1101156e-05,2.9108285e-05,0.19139794,0.34532532,0.0005896379,7.22724e-06,1.4105046e-05,6.865449e-05,0.042609017
107,p050,c1,img_58169.jpg,imgs/train/c1/img_58169.jpg,0.08526745,0.59519136,0.17135699,0.05008879,0.0023179813,0.011032704,0.05048159,0.0034172218,0.018074645,0.012771262
108,p016,c7,img_26087.jpg,imgs/train/c7/img_26087.jpg,0.0011490661,0.017398465,0.2048897,0.0004035425,0.019237539,0.0059955106,0.06718875,0.6310614,0.041198097,0.011478008
109,p041,c9,img_39101.jpg,imgs/train/c9/img_39101.jpg,0.6575951,5.5684108e-05,3.8302546e-06,0.10136176,0.2097703,6.997386e-05,3.3980484e-06,2.969721e-06,4.8323676e-05,0.031088596
110,p041,c3,img_68776.jpg,imgs/train/c3/img_68776.jpg,0.26437318,0.00021837188,1.0234156e-05,0.6504312,0.06740462,0.0008218167,1.0222169e-05,3.3765277e-06,5.5118886e-05,0.01667188
111,p056,c7,img_39761.jpg,imgs/train/c7/img_39761.jpg,0.00012483465,0.0032208024,0.033551387,8.3099854e-05,0.00020144631,0.0010493996,0.0030287919,0.94973916,0.007306653,0.0016945403
112,p016,c4,img_43363.jpg,imgs/train/c4/img_43363.jpg,0.049340107,0.00022773937,0.000736322,0.09695322,0.8255792,0.0029947099,0.00045504957,0.00034217475,0.0053364686,0.018035023
113,p050,c4,img_28890.jpg,imgs/train/c4/img_28890.jpg,0.06492807,0.020654395,0.29212618,0.020447852,0.06388031,0.16080952,0.039747424,0.036260154,0.21669984,0.0844462
114,p056,c6,img_100565.jpg,imgs/train/c6/img_100565.jpg,0.006935878,0.056020204,0.089687884,0.0020299251,0.023881005,0.002773913,0.62870693,0.08850531,0.093205355,0.008253668
115,p041,c8,img_41461.jpg,imgs/train/c8/img_41461.jpg,0.058458,0.0018804779,0.4162699,0.00833376,0.021425618,0.10660011,0.020942433,0.080541246,0.22115332,0.064395025
116,p056,c5,img_100469.jpg,imgs/train/c5/img_100469.jpg,0.04131671,0.009384977,0.06311363,0.008645583,0.021350242,0.5593438,0.004340097,0.060845632,0.06149283,0.17016654
117,p016,c2,img_95299.jpg,imgs/train/c2/img_95299.jpg,0.008152352,0.096372396,0.42953232,0.0034244421,0.07708035,0.004786223,0.13213123,0.19010052,0.04975148,0.008668631
118,p016,c3,img_23667.jpg,imgs/train/c3/img_23667.jpg,0.204967,0.00144935,0.0031467238,0.20540607,0.4859062,0.0072570727,0.0026482583,0.0014753588,0.014445176,0.073298745
119,p016,c6,img_99459.jpg,imgs/train/c6/img_99459.jpg,7.366716e-05,0.010436543,0.002335244,1.596935e-05,0.0013142732,9.281152e-06,0.96374863,0.000881403,0.021071324,0.000113683775
120,p016,c5,img_62344.jpg,imgs/train/c5/img_62344.jpg,0.0051658913,0.0006837587,0.017258579,0.006906223,0.14984919,0.76182115,0.0041250503,0.0068470207,0.0069372705,0.040405817
121,p041,c1,img_70921.jpg,imgs/train/c1/img_70921.jpg,0.012144766,0.95811146,0.00032007418,0.0030119603,0.0022701314,0.00071175164,0.015692785,0.00014937647,0.0020180838,0.0055696038
122,p050,c1,img_9915.jpg,imgs/train/c1/img_9915.jpg,0.078652546,0.5992367,0.14622481,0.058785338,0.0022482383,0.015759913,0.061055712,0.0037745081,0.022112278,0.012149837
123,p041,c0,img_91925.jpg,imgs/train/c0/img_91925.jpg,0.38093606,0.0037980243,0.11650734,0.018244557,0.05169637,0.05390682,0.0062023075,0.02133788,0.23436704,0.1130037
124,p016,c3,img_48360.jpg,imgs/train/c3/img_48360.jpg,0.22175257,0.0046445755,0.0011850304,0.39013946,0.30556548,0.0034121864,0.0014778263,0.0008097554,0.014534332,0.05647886
125,p016,c7,img_56724.jpg,imgs/train/c7/img_56724.jpg,0.001439438,0.023406742,0.05110011,0.0004174369,0.0053083254,0.0026880677,0.014245336,0.87587047,0.016349755,0.0091744
126,p041,c5,img_66897.jpg,imgs/train/c5/img_66897.jpg,0.0021265869,6.302779e-07,5.9074805e-06,0.004701772,0.0012257101,0.98759705,5.8774805e-07,9.863619e-07,5.3529648e-06,0.0043354384
127,p016,c0,img_22702.jpg,imgs/train/c0/img_22702.jpg,0.3826258,0.0007533127,0.00078969455,0.027408684,0.4963415,0.00078355096,0.00020189551,0.00061999325,0.008554585,0.081921
128,p056,c0,img_28167.jpg,imgs/train/c0/img_28167.jpg,0.5541915,0.012587953,0.0039721155,0.19348769,0.09792287,0.016865,0.00048456405,0.0053012227,0.006071199,0.10911587
129,p016,c7,img_98471.jpg,imgs/train/c7/img_98471.jpg,0.0010146897,0.017641712,0.05446757,0.00019340617,0.008283342,0.002122341,0.04552403,0.84902513,0.013402695,0.00832509
130,p016,c1,img_75753.jpg,imgs/train/c1/img_75753.jpg,0.0012911602,0.85308844,0.008439033,0.0004084157,0.0041248784,0.00020374422,0.099373505,0.022370838,0.0071283435,0.0035716984
131,p041,c4,img_56536.jpg,imgs/train/c4/img_56536.jpg,0.031396437,0.00015044742,0.00045695683,0.03506156,0.9222155,0.0025519584,0.00023469646,0.00010531167,0.00062097603,0.0072060595
132,p056,c1,img_81254.jpg,imgs/train/c1/img_81254.jpg,0.0045387517,0.93991965,0.010883462,0.0069859815,0.0004055901,0.003115106,0.0032391415,0.022101192,0.003776444,0.005034756
133,p050,c9,img_71497.jpg,imgs/train/c9/img_71497.jpg,0.16574533,0.074665576,0.025690926,0.060041744,0.052082814,0.044085033,0.2652739,0.0006007224,0.27626827,0.035545688
134,p056,c3,img_97284.jpg,imgs/train/c3/img_97284.jpg,0.35869136,0.3254746,0.024484344,0.1679506,0.016604055,0.019702999,0.016923334,0.0058656777,0.008160606,0.05614247
135,p056,c2,img_6782.jpg,imgs/train/c2/img_6782.jpg,0.032922063,0.01605299,0.53124905,0.0043454263,0.018754186,0.009658749,0.046163775,0.17984459,0.12933289,0.03167636
136,p050,c4,img_3446.jpg,imgs/train/c4/img_3446.jpg,0.11426648,0.11245818,0.1786014,0.032428812,0.044118773,0.20053227,0.1860313,0.012868002,0.07740485,0.041290026
137,p016,c5,img_71661.jpg,imgs/train/c5/img_71661.jpg,0.009216861,0.0010567419,0.015906546,0.010971612,0.13210492,0.7469382,0.0043010553,0.0067421896,0.008859762,0.06390205
138,p050,c8,img_60716.jpg,imgs/train/c8/img_60716.jpg,0.026009375,0.071361214,0.006012329,0.010543104,0.025505884,0.0072418964,0.6958297,0.00023864697,0.15486217,0.0023957507
