,subject,classname,img,imgpath,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9
38,p016,c3,img_14264.jpg,imgs/train/c3/img_14264.jpg,0.0026600934,0.002664131,0.0008439763,0.890457,0.07497119,0.0005339392,0.0047390955,0.003342728,0.011157718,0.00863021
39,p041,c1,img_5135.jpg,imgs/train/c1/img_5135.jpg,0.004543355,0.6489677,0.11879515,0.012696521,0.0010918708,0.04949774,0.0239411,0.006424844,0.049780395,0.08426131
40,p056,c7,img_96584.jpg,imgs/train/c7/img_96584.jpg,0.0017100037,0.014777547,0.0024320388,0.0005633143,6.190492e-05,9.164996e-05,0.0011022555,0.96441555,0.00672261,0.0081229815
41,p016,c6,img_40127.jpg,imgs/train/c6/img_40127.jpg,9.277782e-05,0.09927012,0.005411901,0.0031532769,0.0017790066,0.00059760833,0.84649926,0.009325351,0.030801736,0.0030689428
42,p041,c6,img_16735.jpg,imgs/train/c6/img_16735.jpg,0.008396583,0.14934224,0.10857422,0.3033661,0.025023198,0.057743747,0.23354901,0.007667072,0.07791283,0.028425075
43,p050,c1,img_38140.jpg,imgs/train/c1/img_38140.jpg,0.045991253,0.37086457,0.041927144,0.21975324,0.0059439307,0.13371208,0.06800776,0.009248375,0.064540885,0.04001074
44,p056,c7,img_46492.jpg,imgs/train/c7/img_46492.jpg,0.0012724809,0.00831882,0.012368933,0.001870985,0.0005993313,0.00026575872,0.0066901473,0.9464505,0.017518727,0.004644452
45,p016,c8,img_86413.jpg,imgs/train/c8/img_86413.jpg,0.005306188,0.016691154,0.18696824,0.058022276,0.024766026,0.033347227,0.024482917,0.2682609,0.3310306,0.051124446
46,p050,c8,img_96028.jpg,imgs/train/c8/img_96028.jpg,0.012172182,0.012690801,0.021725008,0.017726962,0.0028039224,0.017789563,0.016773567,0.004214689,0.8833142,0.010789063
47,p041,c9,img_92869.jpg,imgs/train/c9/img_92869.jpg,0.1717028,0.0051951376,0.016049111,0.14572768,0.16971245,0.16591626,0.002614263,0.0019725703,0.010893147,0.3102166
48,p041,c6,img_2882.jpg,imgs/train/c6/img_2882.jpg,0.0018542651,0.08786527,0.10217218,0.123573355,0.045981903,0.009652617,0.5331623,0.01080692,0.07612836,0.008802809
49,p050,c7,img_67613.jpg,imgs/train/c7/img_67613.jpg,0.0034221173,0.029265534,0.26380292,0.0046259495,0.0015432526,0.0022405498,0.03781736,0.57961184,0.054423705,0.023246834
50,p041,c7,img_36540.jpg,imgs/train/c7/img_36540.jpg,0.00024105908,0.009002635,0.65252805,0.0035976307,0.0118899755,0.0011736685,0.028203554,0.2521783,0.037569813,0.0036152778
51,p056,c8,img_82366.jpg,imgs/train/c8/img_82366.jpg,0.0009476521,0.09081966,0.19494008,0.0038161327,0.0008935506,0.0013984061,0.10424136,0.098254144,0.5014548,0.0032343161
52,p016,c4,img_65472.jpg,imgs/train/c4/img_65472.jpg,0.0013876563,0.002436847,0.0021583617,0.08249799,0.8419656,0.0077495156,0.047685772,0.00033416945,0.012122425,0.0016615794
53,p041,c4,img_89950.jpg,imgs/train/c4/img_89950.jpg,0.034516674,0.0013383498,0.01940878,0.31504297,0.52128977,0.061879054,0.004187574,0.0034223252,0.011857734,0.027056847
54,p050,c2,img_43107.jpg,imgs/train/c2/img_43107.jpg,0.09814006,0.013370806,0.19022961,0.075894326,0.08333157,0.2941426,0.016510917,0.0048356466,0.19528256,0.02826191
55,p041,c9,img_63992.jpg,imgs/train/c9/img_63992.jpg,0.121691026,0.0054639657,0.019809386,0.15324444,0.11308164,0.079516344,0.0024396502,0.003968612,0.011103799,0.48968118
56,p016,c7,img_87999.jpg,imgs/train/c7/img_87999.jpg,0.00055381824,0.008518144,0.01007818,0.00032123737,0.00020055471,0.003167308,0.006333426,0.9284048,0.0069345436,0.035487983
57,p016,c6,img_61629.jpg,imgs/train/c6/img_61629.jpg,0.0002120898,0.13747187,0.0065143523,0.018298777,0.0043132757,0.00041696202,0.773479,0.027627034,0.027052168,0.004614478
58,p016,c3,img_70732.jpg,imgs/train/c3/img_70732.jpg,0.002346044,0.002711261,0.00026160208,0.95222664,0.032817755,0.00036048036,0.001805186,0.0018238863,0.0031766305,0.0024704635
59,p016,c3,img_62421.jpg,imgs/train/c3/img_62421.jpg,0.012268879,0.0042606536,0.00045114328,0.90958107,0.040677525,0.0064424197,0.0054110177,0.0015227379,0.0061857053,0.013198757
60,p016,c6,img_44031.jpg,imgs/train/c6/img_44031.jpg,0.00036628146,0.16180669,0.07820923,0.0058303163,0.0064413412,0.005977023,0.5869917,0.052580927,0.08235258,0.019443916
61,p041,c8,img_78417.jpg,imgs/train/c8/img_78417.jpg,0.018504176,0.0024852122,0.3439893,0.0013481192,0.007996592,0.029508876,0.0051206523,0.016826201,0.50118047,0.07304041
62,p050,c2,img_82282.jpg,imgs/train/c2/img_82282.jpg,0.070612326,0.05287237,0.31045997,0.018781915,0.03130382,0.23845969,0.059324056,0.013659313,0.16162466,0.042901892
63,p056,c9,img_70817.jpg,imgs/train/c9/img_70817.jpg,0.30000785,0.022816306,0.0154017685,0.042107046,0.019143417,0.18013664,0.002280015,0.012600094,0.020029634,0.38547722
64,p016,c7,img_7344.jpg,imgs/train/c7/img_7344.jpg,0.0007739401,0.01627049,0.0081328945,0.0011436322,0.0002458813,0.004175148,0.008928204,0.92356706,0.010046879,0.026715938
65,p050,c2,img_36399.jpg,imgs/train/c2/img_36399.jpg,0.041943546,0.0507044,0.26378095,0.03987567,0.067929156,0.28658277,0.05823181,0.00786749,0.15446454,0.028619574
66,p041,c7,img_10696.jpg,imgs/train/c7/img_10696.jpg,0.0004406192,0.026575511,0.71188337,0.0036602058,0.0045896084,0.0035410589,0.07198456,0.082548775,0.09069688,0.00407936
67,p041,c5,img_9111.jpg,imgs/train/c5/img_9111.jpg,0.09882406,0.0009334885,0.005391584,0.1635457,0.13402916,0.5537685,0.0026645947,0.0005447998,0.011148014,0.02915004
68,p050,c2,img_94128.jpg,imgs/train/c2/img_94128.jpg,0.029126257,0.066107444,0.35400173,0.06781008,0.06190719,0.21193193,0.053090375,0.013423952,0.12179466,0.020806372
69,p041,c0,img_41494.jpg,imgs/train/c0/img_41494.jpg,0.4299409,0.029429428,0.018454043,0.063485354,0.00723783,0.12244128,0.004917368,0.013643928,0.059506692,0.25094324
70,p016,c1,img_79566.jpg,imgs/train/c1/img_79566.jpg,0.0036234953,0.67724806,0.0112700425,0.0010103248,0.00015607044,0.0040263925,0.020281404,0.15428294,0.018384712,0.10971661
71,p016,c3,img_82071.jpg,imgs/train/c3/img_82071.jpg,0.0015678782,0.0006887564,0.00016338428,0.9048488,0.08546712,0.0005668247,0.0012381038,0.0005436291,0.0028544075,0.0020610658
72,p041,c5,img_9369.jpg,imgs/train/c5/img_9369.jpg,0.031070478,0.0030385968,0.014792268,0.2832299,0.121319905,0.4937396,0.011631665,0.0019475601,0.021793766,0.017436301
73,p041,c1,img_98507.jpg,imgs/train/c1/img_98507.jpg,0.021475403,0.5807106,0.08601777,0.023193568,0.0017782429,0.08179108,0.025754545,0.00677086,0.030539539,0.14196843
74,p056,c5,img_78695.jpg,imgs/train/c5/img_78695.jpg,0.009923789,0.032818865,0.08127208,0.04621087,0.019124042,0.6175793,0.038335014,0.011862842,0.12480961,0.01806361
75,p041,c7,img_100164.jpg,imgs/train/c7/img_100164.jpg,0.0045316787,0.028949747,0.51478434,0.002347191,0.0013114823,0.010586164,0.019313766,0.2939131,0.083952576,0.040309977
76,p016,c3,img_4287.jpg,imgs/train/c3/img_4287.jpg,0.0026620673,0.0014400466,0.00011933745,0.9335353,0.05483468,0.00015037016,0.0010960209,0.0007241071,0.0026223373,0.0028157432
77,p050,c5,img_88051.jpg,imgs/train/c5/img_88051.jpg,0.13885228,0.019576369,0.115675084,0.07636197,0.050937627,0.35587648,0.0157296,0.0063670254,0.09844165,0.12218187
78,p056,c4,img_82202.jpg,imgs/train/c4/img_82202.jpg,0.0118726725,0.029962774,0.009465596,0.23493071,0.59852487,0.003345425,0.079660594,0.006101999,0.020582527,0.0055527817
79,p050,c1,img_90351.jpg,imgs/train/c1/img_90351.jpg,0.043166418,0.3054558,0.15373924,0.10261343,0.0055577015,0.17475806,0.04979618,0.021472968,0.0958529,0.047587313
80,p016,c5,img_13044.jpg,imgs/train/c5/img_13044.jpg,0.06043493,0.0070629637,0.009288167,0.028583992,0.009504302,0.4709932,0.0020596043,0.027545707,0.028560586,0.3559666
81,p041,c8,img_29290.jpg,imgs/train/c8/img_29290.jpg,0.013854025,0.019497115,0.16462298,0.009275475,0.004995452,0.063869,0.013601553,0.026549356,0.6583667,0.025368368
82,p041,c8,img_67360.jpg,imgs/train/c8/img_67360.jpg,0.014222361,0.0053712535,0.26950634,0.0071026897,0.0096814,0.11831852,0.010770971,0.005554803,0.5152309,0.044240806
83,p056,c6,img_28842.jpg,imgs/train/c6/img_28842.jpg,0.00044177103,0.19151606,0.036351707,0.0008254676,0.00014714927,0.002461184,0.64484936,0.008579213,0.11377049,0.0010576051
84,p050,c8,img_96461.jpg,imgs/train/c8/img_96461.jpg,0.20084773,0.008143344,0.014550615,0.04068736,0.013230528,0.1759148,0.006229539,0.0041284123,0.48282492,0.053442724
85,p050,c8,img_75142.jpg,imgs/train/c8/img_75142.jpg,0.20161173,0.0053378968,0.016469838,0.049934078,0.03750658,0.053483866,0.0026441219,0.0018821526,0.44408554,0.18704419
86,p041,c7,img_32236.jpg,imgs/train/c7/img_32236.jpg,0.0014477939,0.030860156,0.6724532,0.0040987567,0.004974244,0.0045223306,0.050932184,0.18116176,0.030445151,0.019104458
87,p041,c7,img_3469.jpg,imgs/train/c7/img_3469.jpg,0.0015214592,0.0046150554,0.44793907,0.00087774894,0.0010199959,0.0037618768,0.01293248,0.4948796,0.019792872,0.012659839
88,p041,c6,img_58453.jpg,imgs/train/c6/img_58453.jpg,0.005851365,0.024534423,0.39012957,0.028170828,0.084743306,0.035848994,0.2858947,0.004593177,0.12412425,0.016109427
89,p050,c3,img_70371.jpg,imgs/train/c3/img_70371.jpg,0.018746428,0.010493058,0.007157527,0.78427655,0.12769891,0.0040078475,0.014101127,0.0013217223,0.018204607,0.013992157
90,p041,c1,img_18831.jpg,imgs/train/c1/img_18831.jpg,0.045513738,0.4202009,0.109003305,0.027622689,0.0048954566,0.12230979,0.024135768,0.017156895,0.05625003,0.17291138
91,p016,c4,img_49492.jpg,imgs/train/c4/img_49492.jpg,0.0027776721,0.005377822,0.0043255016,0.14258635,0.7176932,0.025542391,0.06894028,0.0013750525,0.023100477,0.008281311
92,p050,c2,img_36399.jpg,imgs/train/c2/img_36399.jpg,0.041943546,0.0507044,0.26378095,0.03987567,0.067929156,0.28658277,0.05823181,0.00786749,0.15446454,0.028619574
93,p056,c9,img_81693.jpg,imgs/train/c9/img_81693.jpg,0.4486711,0.04651539,0.01290507,0.049089592,0.010652303,0.032515764,0.00935744,0.047913507,0.07203448,0.27034545
94,p056,c7,img_30378.jpg,imgs/train/c7/img_30378.jpg,0.0031352125,0.09338465,0.028500693,0.019391958,0.0030125894,0.000710249,0.0136029385,0.7978941,0.02982832,0.010539195
95,p041,c3,img_72533.jpg,imgs/train/c3/img_72533.jpg,0.012169302,0.0012998568,0.0024436365,0.8961763,0.060594663,0.014989418,0.0011509731,0.000254885,0.0044455146,0.0064754253
96,p016,c7,img_89930.jpg,imgs/train/c7/img_89930.jpg,0.0024352537,0.019484874,0.007418274,0.00016133889,3.4914883e-05,0.00847204,0.0013954403,0.8746208,0.01259138,0.07338566
97,p041,c2,img_57151.jpg,imgs/train/c2/img_57151.jpg,0.00534243,0.0020930255,0.8524862,0.0002644988,0.0026698662,0.055410124,0.0049380735,0.0071154553,0.034588527,0.035091814
98,p041,c9,img_88739.jpg,imgs/train/c9/img_88739.jpg,0.14882024,0.0025017522,0.011980718,0.09888768,0.12958524,0.100294754,0.0015454974,0.0011383195,0.0061723636,0.49907357
99,p050,c9,img_77642.jpg,imgs/train/c9/img_77642.jpg,0.057360824,0.11662034,0.030318761,0.041959304,0.008488114,0.110750675,0.017729098,0.0027922122,0.46603203,0.14794867
100,p056,c6,img_50744.jpg,imgs/train/c6/img_50744.jpg,0.0004844191,0.02673288,0.022724459,0.006202114,0.0039787465,0.00019441708,0.7103663,0.0022552088,0.22652201,0.0005394627
101,p016,c4,img_84202.jpg,imgs/train/c4/img_84202.jpg,0.0019788223,0.0051143514,0.0036711318,0.12941071,0.77213806,0.025333557,0.042449083,0.00073396903,0.014240698,0.0049297293
102,p016,c2,img_27958.jpg,imgs/train/c2/img_27958.jpg,0.00046988513,0.6816357,0.034655713,0.005539883,0.0013578805,0.002559444,0.13356651,0.11700873,0.014497287,0.008708945
103,p041,c7,img_75299.jpg,imgs/train/c7/img_75299.jpg,0.004930389,0.014139281,0.55836916,0.0016506516,0.0022549678,0.008671679,0.01402754,0.3127765,0.05042308,0.03275676
104,p016,c6,img_92233.jpg,imgs/train/c6/img_92233.jpg,0.0003012164,0.08842367,0.0074217482,0.03300013,0.0073751034,0.000976892,0.82606936,0.018060086,0.015501683,0.0028701501
105,p056,c5,img_53117.jpg,imgs/train/c5/img_53117.jpg,0.009948967,0.020185424,0.015265294,0.08952989,0.029185493,0.784079,0.017723465,0.0054251147,0.016950583,0.011706765
106,p041,c9,img_57660.jpg,imgs/train/c9/img_57660.jpg,0.10341791,0.0076730098,0.029148864,0.102453254,0.15647975,0.0719296,0.0027330103,0.004164876,0.011194308,0.5108054
107,p050,c1,img_58169.jpg,imgs/train/c1/img_58169.jpg,0.038258478,0.33524695,0.041307632,0.25001797,0.006858061,0.1131835,0.102079704,0.0062292814,0.075810514,0.031007947
108,p016,c7,img_26087.jpg,imgs/train/c7/img_26087.jpg,0.004925654,0.041066162,0.007860074,0.0006593598,0.00016888279,0.012976348,0.005353642,0.8308515,0.016905425,0.079233
109,p041,c9,img_39101.jpg,imgs/train/c9/img_39101.jpg,0.15083173,0.00821637,0.0139775155,0.31468207,0.26577294,0.15719546,0.008920943,0.0009936206,0.019323861,0.06008544
110,p041,c3,img_68776.jpg,imgs/train/c3/img_68776.jpg,0.014200689,0.0019884517,0.0029482231,0.8844451,0.06911936,0.010454602,0.0011820953,0.00035767115,0.0064830882,0.008820663
111,p056,c7,img_39761.jpg,imgs/train/c7/img_39761.jpg,0.00041818095,0.014622867,0.011555948,0.0019449354,0.00022660362,0.00016702474,0.0039882413,0.9553248,0.009007663,0.0027437587
112,p016,c4,img_43363.jpg,imgs/train/c4/img_43363.jpg,0.0048792465,0.0047310656,0.00073919265,0.54874045,0.39062002,0.018985586,0.016231706,0.00055917364,0.011306882,0.003206685
113,p050,c4,img_28890.jpg,imgs/train/c4/img_28890.jpg,0.26053298,0.0040569534,0.061916154,0.09516994,0.18724439,0.16922683,0.016941553,0.0028839235,0.12692203,0.075105295
114,p056,c6,img_100565.jpg,imgs/train/c6/img_100565.jpg,0.0005249267,0.14932801,0.027168404,0.0012256836,0.00067505694,0.0003403967,0.7901358,0.008200455,0.02147594,0.00092524476
115,p041,c8,img_41461.jpg,imgs/train/c8/img_41461.jpg,0.013345507,0.004186674,0.26256058,0.042298626,0.03124528,0.0490707,0.015273125,0.015475001,0.5290535,0.03749099
116,p056,c5,img_100469.jpg,imgs/train/c5/img_100469.jpg,0.04087788,0.012612497,0.002127744,0.0043270867,0.00074005564,0.8956788,0.002368074,0.0027014907,0.0045474847,0.03401895
117,p016,c2,img_95299.jpg,imgs/train/c2/img_95299.jpg,0.00053512945,0.69905865,0.042006094,0.009680947,0.0018734548,0.0031755713,0.1262753,0.09207496,0.0150799,0.010240044
118,p016,c3,img_23667.jpg,imgs/train/c3/img_23667.jpg,0.00928725,0.00095366815,0.0006674332,0.8336407,0.13225359,0.0026266137,0.0026156863,0.0023964196,0.010341748,0.0052169343
119,p016,c6,img_99459.jpg,imgs/train/c6/img_99459.jpg,0.00034851048,0.088496946,0.0055852844,0.023533726,0.007507627,0.0011831514,0.8340893,0.0076502897,0.028954348,0.0026507047
120,p016,c5,img_62344.jpg,imgs/train/c5/img_62344.jpg,0.059245188,0.019738913,0.019977117,0.02477415,0.0067211124,0.26478606,0.0065588187,0.106141575,0.064403124,0.42765388
121,p041,c1,img_70921.jpg,imgs/train/c1/img_70921.jpg,0.012718463,0.56018364,0.1284517,0.013054024,0.0012430225,0.06699228,0.022602245,0.00735588,0.049929857,0.1374689
122,p050,c1,img_9915.jpg,imgs/train/c1/img_9915.jpg,0.044092815,0.31203273,0.023442617,0.3457816,0.0064375475,0.095353976,0.07199441,0.0071688714,0.0659931,0.02770235
123,p041,c0,img_91925.jpg,imgs/train/c0/img_91925.jpg,0.24920724,0.025875613,0.046069637,0.10871053,0.036857937,0.09246247,0.016900502,0.02075975,0.21150263,0.19165365
124,p016,c3,img_48360.jpg,imgs/train/c3/img_48360.jpg,0.0058088186,0.006682614,0.00097180146,0.86503047,0.03759656,0.0005696048,0.0030705964,0.017851155,0.023876928,0.038541503
125,p016,c7,img_56724.jpg,imgs/train/c7/img_56724.jpg,0.0015913913,0.031761877,0.01251433,0.0004578194,0.00013201516,0.008096312,0.0053582094,0.88407433,0.014846993,0.041166823
126,p041,c5,img_66897.jpg,imgs/train/c5/img_66897.jpg,0.08093317,0.0013093464,0.015733201,0.33012417,0.16174385,0.34860793,0.0036649774,0.0021075848,0.010914541,0.04486127
127,p016,c0,img_22702.jpg,imgs/train/c0/img_22702.jpg,0.17438269,0.005437353,0.0015135343,0.005251999,0.0021521572,0.013993568,0.00015065592,0.014047358,0.009700723,0.77336997
128,p056,c0,img_28167.jpg,imgs/train/c0/img_28167.jpg,0.24075413,0.12167135,0.030920496,0.27581552,0.068625115,0.022595955,0.020881498,0.017604975,0.05100485,0.15012614
129,p016,c7,img_98471.jpg,imgs/train/c7/img_98471.jpg,0.00043108928,0.008843092,0.008051255,0.00026550953,0.00017258739,0.0013033322,0.0042474256,0.9455396,0.008015241,0.023130862
130,p016,c1,img_75753.jpg,imgs/train/c1/img_75753.jpg,0.0047443793,0.68753165,0.006880029,0.002552925,0.00023764624,0.003738565,0.023841156,0.12710105,0.010756947,0.13261567
131,p041,c4,img_56536.jpg,imgs/train/c4/img_56536.jpg,0.009121627,0.0011059806,0.01618679,0.10389118,0.82348895,0.022205627,0.0065288995,0.0009930136,0.008026985,0.008450905
132,p056,c1,img_81254.jpg,imgs/train/c1/img_81254.jpg,0.0016847157,0.7030631,0.036168292,0.033013448,0.0011351472,0.0067770523,0.14195275,0.039736863,0.03235287,0.0041158404
133,p050,c9,img_71497.jpg,imgs/train/c9/img_71497.jpg,0.015608502,0.017227834,0.019022651,0.0033377279,0.0018593868,0.012504156,0.001819198,0.0018753362,0.18874028,0.7380049
134,p056,c3,img_97284.jpg,imgs/train/c3/img_97284.jpg,0.25421596,0.056143373,0.02255074,0.4095408,0.053382568,0.025555238,0.06429839,0.008220443,0.065631784,0.04046074
135,p056,c2,img_6782.jpg,imgs/train/c2/img_6782.jpg,0.00388493,0.016708726,0.54162353,0.030822678,0.018158572,0.00096440024,0.2560418,0.058351584,0.06989878,0.0035450954
136,p050,c4,img_3446.jpg,imgs/train/c4/img_3446.jpg,0.01783478,0.14042221,0.1124074,0.15986101,0.12495059,0.0695401,0.24410322,0.0034050753,0.109574735,0.017900907
137,p016,c5,img_71661.jpg,imgs/train/c5/img_71661.jpg,0.020501714,0.022633472,0.043579318,0.010627906,0.0061217,0.29080087,0.008556989,0.10545255,0.076557025,0.4151685
138,p050,c8,img_60716.jpg,imgs/train/c8/img_60716.jpg,0.019190688,0.023221824,0.014327837,0.018180354,0.013122032,0.00587481,0.037920665,0.0030269022,0.85391825,0.011216544
139,p016,c8,img_24046.jpg,imgs/train/c8/img_24046.jpg,0.0020076206,0.04223328,0.35881916,0.028175067,0.0321039,0.04306286,0.09586971,0.013535211,0.36843997,0.01575324
140,p056,c5,img_66438.jpg,imgs/train/c5/img_66438.jpg,0.013909683,0.018004838,0.04097171,0.13779695,0.061380107,0.6054358,0.034366015,0.00884842,0.066795334,0.012491239
141,p056,c9,img_58132.jpg,imgs/train/c9/img_58132.jpg,0.28032872,0.034347232,0.022471765,0.04176688,0.015138758,0.059731368,0.004753871,0.020499835,0.023430578,0.49753103
